,Order,Pollinator.name,Genus,Species,Taxa,SystemCode,Degree,SystemReference,Size,SizeType,Mass
684,Hymenoptera,Parancistrocerus.sp,Parancistrocerus,sp,Parancistrocerus sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",11,BL,
685,Diptera,Parasyrphus.relictus,Parasyrphus,relictus,Parasyrphus relictus,bwk,3,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8,BL,
686,Hymenoptera,Paratetrapedia.flaveola,Paratetrapedia,flaveola,Paratetrapedia flaveola,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
687,Hymenoptera,Paratetrapedia.lugubris,Paratetrapedia,lugubris,Paratetrapedia lugubris,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
688,Hymenoptera,Paratetrapedia.punctata,Paratetrapedia,punctata,Paratetrapedia punctata,cer,13,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
689,Hymenoptera,Paratetrapedia.pygmaea,Paratetrapedia,pygmaea,Paratetrapedia pygmaea,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
690,Hymenoptera,Paratetrapedia.sp,Paratetrapedia,sp,Paratetrapedia sp,bbg,15,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9,BL,
691,Hymenoptera,Paratrigona.lineata,Paratrigona,lineata,Paratrigona lineata,bbg,33,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,4.5,BL,
692,Hymenoptera,Paratrigona.lineata,Paratrigona,lineata,Paratrigona lineata,cer,29,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,4.5,BL,
693,,Paraxystoglossa.mimetica,Paraxystoglossa,mimetica,Paraxystoglossa mimetica,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,NA,NA,
694,Diptera,Paregle.audacula,Paregle,audacula,Paregle audacula,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",5,BL,
695,Diptera,Parhelophilus.sp,Parhelophilus,sp,Parhelophilus sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
696,Lepidoptera,Parnassius.clodius,Parnassius,clodius,Parnassius clodius,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",56,WS,
697,Lepidoptera,Parnassius.smintheus,Parnassius,smintheus,Parnassius smintheus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS,
698,Hymenoptera,Partamona.cupira,Partamona,cupira,Partamona cupira,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD,
699,Hymenoptera,Partamona.cupira,Partamona,cupira,Partamona cupira,bbg,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,1.8,ITD,
700,Hymenoptera,Passaloecus.sp,Passaloecus,sp,Passaloecus sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9.5,BL,
701,Diptera,Pegohylemyia.fugax,Pegohylemyia,fugax,Pegohylemyia fugax,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",7,BL,
702,Diptera,Pegoplata.tundrica,Pegoplata,tundrica,Pegoplata tundrica,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",4.01,BL,
703,Diptera,Peleteria.robusta,Peleteria,robusta,Peleteria robusta,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",12,BL,
704,Hymenoptera,Pepsis.sp,Pepsis,sp,Pepsis sp,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",40,BL,
705,Hymenoptera,Pereirapis.sp,Pereirapis,sp,Pereirapis sp,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",5,BL,
706,Diptera,Periscepsia.stylata,Periscepsia,stylata,Periscepsia stylata,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",6.7,BL,
707,,Phaethornis.eurynome,Phaethornis,eurynome,Phaethornis eurynome,hum,53,"Vizentin-Bugoni, J., P. K. Maruyama, V. J. Debastiani, L. S. Duarte, B. Dalsgaard & M. Sazima (2016). Influences of sampling effort on detected patterns and structuring processes of a Neotropical plant-hummingbird network. Journal of Animal Ecology 85: 262-272.",4.5,Mass,
708,Lepidoptera,Phalaenophana.pyramusalis,Phalaenophana,pyramusalis,Phalaenophana pyramusalis,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL,
709,Diptera,Phaonia.incarna,Phaonia,incarna,Phaonia incarna,hnk,8,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
710,Diptera,Phaonia.pallidisquama,Phaonia,pallidisquama,Phaonia pallidisquama,tun,3,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",10,BL,
711,Diptera,Phaonia.serva,Phaonia,serva,Phaonia serva,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",10,BL,
712,Diptera,Phorbia.fusciceps,Phorbia,fusciceps,Phorbia fusciceps,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL,
713,Diptera,Phormia.camillus,Phormia,camillus,Phormia camillus,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
714,Diptera,Phormia.regina,Phormia,regina,Phormia regina,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
715,Coleoptera,Pidonia.ruficollis,Pidonia,ruficollis,Pidonia ruficollis,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8.4,BL,
716,Lepidoptera,Pieris.napi,Pieris,napi,Pieris napi,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",46,WS,
717,Lepidoptera,Pieris.protodice,Pieris,protodice,Pieris protodice,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",50.5,WS,
718,Diptera,Pipiza.sp,Pipiza,sp,Pipiza sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL,
719,Diptera,Pipiza.vanduzeei,Pipiza,vanduzeei,Pipiza vanduzeei,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",7,BL,
720,Diptera,Platycheirus.hyperboreus,Platycheirus,hyperboreus,Platycheirus hyperboreus,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3.5,BL,
721,Diptera,Platycheirus.lundbecki,Platycheirus,lundbecki,Platycheirus lundbecki,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",7.58,BL,
722,Diptera,Platycheirus.obscurus,Platycheirus,obscurus,Platycheirus obscurus,nca,4,"Motten, A. F. 1982. Pollination Ecology of the Spring Wildflower Community in the Deciduous Forests of Piedmont North Carolina. Doctoral Dissertation thesis, Duke University, Duhram, North Carolina, USA; Motten, A. F. 1986. Pollination ecology of the spring wildflower community of a temperate deciduous forest. Ecological Monographs 56:21-42.",8.1,BL,
723,Diptera,Platycheirus.sp,Platycheirus,sp,Platycheirus sp,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL,
724,Diptera,Platycheirus.sp,Platycheirus,sp,Platycheirus sp,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",7,BL,
725,Diptera,Platycheirus.varipes,Platycheirus,varipes,Platycheirus varipes,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",8.23,BL,
726,Hymenoptera,Plebeia.sp,Plebeia,sp,Plebeia sp,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,5.25,BL,
727,Lepidoptera,Poanes.hobomok,Poanes,hobomok,Poanes hobomok,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",30,BL,
728,Hymenoptera,Polistes.subsericeus,Polistes,subsericeus,Polistes subsericeus,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",19,BL,
729,,Pollenia.sp,Pollenia,sp,Pollenia sp,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",NA,NA,
730,,Pollenia.sp,Pollenia,sp,Pollenia sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",NA,NA,
731,Hymenoptera,Polybia.ignobilis,Polybia,ignobilis,Polybia ignobilis,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",12.4,BL,
732,Hymenoptera,Polybia.occidentalis,Polybia,occidentalis,Polybia occidentalis,gsv,4,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",9.55,BL,
733,Lepidoptera,Polygonia.hylas,Polygonia,hylas,Polygonia hylas,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",54.5,WS,
734,Lepidoptera,Polyommatus.icarus,Polyommatus,icarus,Polyommatus icarus,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",35,WS,
735,Lepidoptera,Pompeius.amblyspila,Pompeius,amblyspila,Pompeius amblyspila,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",24.5,BL,
736,Hymenoptera,Pompiloides.sp,Pompiloides,sp,Pompiloides sp,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",20,BL,
737,Lepidoptera,Pontia.sisymbrii,Pontia,sisymbrii,Pontia sisymbrii,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",37.5,WS,
738,Hymenoptera,Prosopis.basalis,Prosopis,basalis,Prosopis basalis,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8.5,BL,
739,Hymenoptera,Prosopis.coloradensis,Prosopis,coloradensis,Prosopis coloradensis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4.4,BL,
740,Hymenoptera,Prosopis.cressoni,Prosopis,cressoni,Prosopis cressoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",4,BL,
741,Hymenoptera,Prosopis.elliptica,Prosopis,elliptica,Prosopis elliptica,ppc,13,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL,
742,Hymenoptera,Prosopis.sp,Prosopis,sp,Prosopis sp,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL,
743,Hymenoptera,Prosopis.tridentula,Prosopis,tridentula,Prosopis tridentula,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL,
744,Hymenoptera,Prosopis.varifrons,Prosopis,varifrons,Prosopis varifrons,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5,BL,
745,Hymenoptera,Prosopis.wootoni,Prosopis,wootoni,Prosopis wootoni,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",5.13,BL,
746,,Psammophila.violacepennis,Psammophila,violacepennis,Psammophila violacepennis,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
747,Hymenoptera,Pseudagapostemon.sp,Pseudagapostemon,sp,Pseudagapostemon sp,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,8,BL,
748,Hymenoptera,Pseudaugochlora.graminea,Pseudaugochlora,graminea,Pseudaugochlora graminea,bbg,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL,
749,Hymenoptera,Pseudaugochlora.sp,Pseudaugochlora,sp,Pseudaugochlora sp,bbg,7,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,10.5,BL,
750,Hymenoptera,Pseudomasaris.vespoides,Pseudomasaris,vespoides,Pseudomasaris vespoides,ppc,11,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",22,BL,
751,Hymenoptera,Psithyrus.ashtoni,Psithyrus,ashtoni,Psithyrus ashtoni,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",17.5,BL,
752,Hymenoptera,Psithyrus.fernaldae,Psithyrus,fernaldae,Psithyrus fernaldae,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",15.75,BL,
753,Hymenoptera,Psithyrus.sp,Psithyrus,sp,Psithyrus sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",19.8,BL,
754,Diptera,Ptilodexia.harpasa,Ptilodexia,harpasa,Ptilodexia harpasa,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9,BL,
755,Hymenoptera,Ptilothrix.plumata,Ptilothrix,plumata,Ptilothrix plumata,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,11,BL,
756,Lepidoptera,Pyrameis.atlanta,Pyrameis,atlanta,Pyrameis atlanta,ppc,2,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",47.5,WS,
757,Lepidoptera,Pyrgus.oileus,Pyrgus,oileus,Pyrgus oileus,gsv,3,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",35,WS,
758,Lepidoptera,Pyronia.tithonus,Pyronia,tithonus,Pyronia tithonus,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",43.5,WS,
759,Diptera,Pyrophaena.rosarum,Pyrophaena,rosarum,Pyrophaena rosarum,otw,5,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",2.4,HW,
760,Diptera,Pyrophaena.rosarum,Pyrophaena,rosarum,Pyrophaena rosarum,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",2.4,HW,
761,Diptera,Rhagio.tringarius,Rhagio,tringarius,Rhagio tringarius,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",11,BL,
762,Coleoptera,Rhagonycha.fulva,Rhagonycha,fulva,Rhagonycha fulva,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",8.5,BL,
763,Diptera,Rhamphomyia.nigrita,Rhamphomyia,nigrita,Rhamphomyia nigrita,tun,2,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3.69,BL,
764,Hymenoptera,Rhathymus.fulvus,Rhathymus,fulvus,Rhathymus fulvus,bbg,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,22,BL,
765,Hymenoptera,Rhinocorynura.sp,Rhinocorynura,sp,Rhinocorynura sp,cer,2,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,9.5,BL,
766,Hymenoptera,Rhopalum.sp,Rhopalum,sp,Rhopalum sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",6.1,BL,
767,Diptera,Sarcophaga.nearctica,Sarcophaga,nearctica,Sarcophaga nearctica,bwk,2,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",17.9,BL,
768,Diptera,Sarcophaga.sp,Sarcophaga,sp,Sarcophaga sp,hnk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
769,Diptera,Sarcophaga.sp,Sarcophaga,sp,Sarcophaga sp,snk,1,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",10,BL,
770,,Sarcophagula.occidua,Sarcophagula,occidua,Sarcophagula occidua,gsv,1,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",NA,NA,
771,Lepidoptera,Satyrus.charon,Satyrus,charon,Satyrus charon,ppc,3,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",38.5,WS,
772,Hymenoptera,Scaptotrigona.postica,Scaptotrigona,postica,Scaptotrigona postica,cer,6,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12,BL,
773,Hymenoptera,Scaptotrigona.postica,Scaptotrigona,postica,Scaptotrigona postica,bbg,13,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,12,BL,
774,Diptera,Scathophaga.stercoraria,Scathophaga,stercoraria,Scathophaga stercoraria,hnk,2,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",9,BL,
775,Diptera,Scathophaga.stercoraria,Scathophaga,stercoraria,Scathophaga stercoraria,snk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",9,BL,
776,Hymenoptera,Schwarziana.quadripunctata,Schwarziana,quadripunctata,Schwarziana quadripunctata,cer,1,Aseasonal Pollinators Connect Dry and Rainy Season Modules in the Cerrado Cappellari Rabeling et al. ,6.75,BL,
777,Apodiformes,Selasphorus.platycercus,Selasphorus,platycercus,Selasphorus platycercus,ppc,6,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",97.5,BL,
778,Diptera,Sericomyia.flagrans,Sericomyia,flagrans,Sericomyia flagrans,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",10,BL,
779,Diptera,Sericomyia.transversa,Sericomyia,transversa,Sericomyia transversa,otw,5,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",16.7,BL,
780,Diptera,Smittia.sp,Smittia,sp,Smittia sp,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3,BL,
781,,Spegina.infuscata,Spegina,infuscata,Spegina infuscata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",NA,NA,
782,Lepidoptera,Speyeria.mormonia,Speyeria,mormonia,Speyeria mormonia,ppc,4,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",49.5,WS,
783,Diptera,Sphaerophoria.bifurcata,Sphaerophoria,bifurcata,Sphaerophoria bifurcata,bwk,5,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8.35,BL,
784,Diptera,Sphaerophoria.cylindrica,Sphaerophoria,cylindrica,Sphaerophoria cylindrica,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",8.35,BL,
785,Diptera,Sphaerophoria.longipilosa,Sphaerophoria,longipilosa,Sphaerophoria longipilosa,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",8.5,BL,
786,Diptera,Sphaerophoria.scripta,Sphaerophoria,scripta,Sphaerophoria scripta,tun,6,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",2.3,HW,
787,Diptera,Sphaerophoria.sp,Sphaerophoria,sp,Sphaerophoria sp,bwk,3,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",15.175,BL,
788,Diptera,Sphaerophoria.sp,Sphaerophoria,sp,Sphaerophoria sp,otw,4,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",15.175,BL,
789,Diptera,Sphaerophoria.sp,Sphaerophoria,sp,Sphaerophoria sp,hnk,3,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",15.175,BL,
790,Diptera,Sphaerophoria.sp,Sphaerophoria,sp,Sphaerophoria sp,snk,5,"Dicks, LV, Corbet, SA and Pywell, RF 2002. Compartmentalization in plant-insect flower visitor webs. J. Anim. Ecol. 71: 32-43.",15.175,BL,
791,Hymenoptera,Sphecodes.sophiae,Sphecodes,sophiae,Sphecodes sophiae,ppc,7,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",9.75,BL,
792,Hymenoptera,Sphecodes.sp,Sphecodes,sp,Sphecodes sp,bwk,1,"Barrett, S. C. H., and K. Helenurm. 1987. The Reproductive-Biology of Boreal Forest Herbs.1. Breeding Systems and Pollination. Canadian Journal of Botany 65:2036-2046.",9.75,BL,
793,Diptera,Sphecomyia.vittata,Sphecomyia,vittata,Sphecomyia vittata,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",20,BL,
794,Hymenoptera,Sphex.melanopus,Sphex,melanopus,Sphex melanopus,gsv,2,"Ramirez, N., and Y. Brito. 1992. Pollination Biology in a Palm Swamp Community in the Venezuelan Central Plains. Botanical Journal of the Linnean Society 110:277-302.",28.5,BL,
795,Hymenoptera,Sphex.vulgaris,Sphex,vulgaris,Sphex vulgaris,ppc,1,"Clements, R. E., and F. L. Long. 1923, Experimental pollination. An outline of the ecology of flowers and insects. Washington, D.C., USA, Carnegie Institute of Washington.",28.5,BL,
796,Diptera,Spilogona.fatima,Spilogona,fatima,Spilogona fatima,otw,4,"Small, E. 1976. Insect pollinators of the Mer Bleue peat bog of Ottawa. Canadian Field Naturalist 90:22-28.",4.84,BL,
797,Diptera,Spilogona.sanctipauli,Spilogona,sanctipauli,Spilogona sanctipauli,tun,9,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",4.65,BL,
798,Hymenoptera,Stenomacrus.sp,Stenomacrus,sp,Stenomacrus sp,tun,1,"Witt P (1998) BSc thesis. Univ of Aarhus, Aarhus, Denmark.",3,BL,
